,id,Cuisine Style
1073,d7339905,
1074,d943635,
1075,d10491876,
1076,d2154708,
1077,d12179972,
1078,d6872536,
1079,d8841114,
1080,d12207350,
1081,d11918759,
1082,d4769887,
1083,d12162462,"Polish,European,Eastern European"
1084,d11749959,"Fast Food,Turkish,Middle Eastern"
1085,d7171649,
1086,d7189327,Mediterranean
1087,d7277879,
1088,d7154757,
1089,d966366,
1090,d10308777,Chinese
1091,d740061,
1092,d5795074,"Italian,Pizza"
1093,d5510509,Pizza
1094,d10457944,
1095,d11827759,
1096,d1332651,
1097,d10341158,Seafood
1098,d10380161,American
1099,d8340787,"Italian,Vegetarian Friendly"
1100,d8557368,Spanish
1101,d10478201,
1102,d11810585,
1103,d12022065,French
1104,d7332382,French
1105,d5037253,
1106,d9729242,
1107,d8605624,"French,Wine Bar"
1108,d785783,
1109,d9846411,
1110,d12252123,"Asian,Indonesian,Vegetarian Friendly"
1111,d10786375,Fast Food
1112,d10281949,
1113,d4557437,"German,European"
1114,d12822105,Japanese
1115,d8084449,Cafe
1116,d5040457,"Chinese,Seafood,Asian"
1117,d1673481,
1118,d11643528,"Italian,Pizza,Mediterranean"
1119,d8339196,"Italian,Bar,Cafe"
1120,d12938820,
1121,d1405632,"French,European"
1122,d12614946,"Lebanese,Mediterranean,Middle Eastern"
1123,d9881794,
1124,d12219942,"Italian,French,European"
1125,d10804383,"Cafe,Vegetarian Friendly"
1126,d5776027,Spanish
1127,d1441087,
1128,d11910334,"Mediterranean,Spanish,Vegan Options"
1129,d12511058,
1130,d1028107,
1131,d13001088,
1132,d12535806,"Italian,Mediterranean,Vegetarian Friendly"
1133,d8339966,
1134,d12644140,"Japanese,Sushi,Asian"
1135,d12571872,
1136,d7061319,"Belgian,European,Vegetarian Friendly"
1137,d4077959,
1138,d7852151,"Bar,Spanish,Pub"
1139,d1045067,
1140,d12859960,"Bakeries,Cafe"
1141,d10463660,
1142,d8498634,"Fast Food,European,Portuguese"
1143,d12548436,"Quick Bites,Cafe"
1144,d942186,
1145,d8126733,
1146,d5580998,Cafe
1147,d8068451,"Chinese,Asian"
1148,d12177599,"Chinese,Asian,Thai"
1149,d11967172,"Cafe,Vegan Options"
1150,d10505038,
1151,d1228728,
1152,d9873614,"Swedish,Vegetarian Friendly,Vegan Options"
1153,d11436157,"Brazilian,Barbecue,European"
1154,d12345338,
1155,d8059389,
1156,d12859361,
1157,d11838818,
1158,d9567403,"Moroccan,Mediterranean,Middle Eastern"
1159,d5291194,
1160,d5122152,
1161,d7129162,
1162,d12661093,
1163,d8522319,
1164,d10310146,"Bar,British,Pub"
1165,d10518737,"Moroccan,Fast Food,Mediterranean"
1166,d5800076,French
1167,d11890774,
1168,d7000956,
1169,d8774312,"Chinese,Cafe"
1170,d11800802,"Lebanese,Mediterranean,Middle Eastern"
1171,d8672834,"Chinese,Asian,Vegetarian Friendly"
1172,d8289310,"Latin,Spanish,Colombian"
1173,d5851960,
1174,d12445889,
1175,d8642360,
1176,d9857375,
1177,d11595119,"Pizza,Vegan Options"
1178,d12866521,
1179,d8537653,
1180,d12969126,"Cafe,British,Soups"
1181,d8809718,French
1182,d8484049,"Bakeries,German,Austrian"
1183,d11863038,"Japanese,Seafood,Sushi"
1184,d6864979,
1185,d4937398,
1186,d10830690,"Fast Food,Turkish,Greek"
1187,d8732721,"Italian,Pizza,Vegetarian Friendly"
1188,d11804604,
1189,d8099191,
1190,d5243248,Chinese
1191,d11836340,"Bakeries,Italian,Vegetarian Friendly"
1192,d5523399,
1193,d5794609,"Seafood,Mediterranean,Spanish"
1194,d966362,
1195,d12581319,
1196,d4298754,Cafe
1197,d9747412,Pub
1198,d9995784,"Fast Food,Asian,Thai"
1199,d5243111,
1200,d5808921,
1201,d4769501,
1202,d6853092,French
1203,d697218,
1204,d12656261,"Italian,Pizza"
1205,d5986308,
1206,d5616973,"Quick Bites,Fast Food"
1207,d7652402,"American,Vegetarian Friendly"
1208,d5507497,
1209,d12902263,"American,Bar,Pub"
1210,d4910377,"Chinese,British"
1211,d12184675,
1212,d12598728,Cafe
1213,d12674982,
1214,d3185913,
1215,d7815248,Cafe
1216,d4586592,Greek
1217,d7263685,
1218,d13083533,
1219,d8338352,Italian
1220,d8338680,
1221,d11953114,"Belgian,European"
1222,d9732467,Bar
1223,d5956768,
1224,d5489499,
1225,d4291675,
1226,d5958948,"Vegetarian Friendly,Vegan Options"
1227,d12963001,"Bar,Pub"
1228,d11586956,French
1229,d5607724,
1230,d8574615,
1231,d10558392,Pub
1232,d12413396,"International,European,Vegetarian Friendly"
1233,d2646976,
1234,d8134063,Italian
1235,d13198228,
1236,d4770061,
1237,d12879439,"Mediterranean,Spanish"
1238,d8535531,
1239,d12323594,
1240,d9787634,
1241,d1038835,
1242,d13296939,"Mediterranean,European,Spanish"
1243,d10061579,Cafe
1244,d10698003,
1245,d8462228,"Japanese,Sushi,Asian"
1246,d12281790,Healthy
1247,d1381569,
1248,d1872975,
1249,d13296811,"Italian,Seafood,Gluten Free Options"
1250,d10332848,
1251,d5795047,"Mediterranean,Spanish"
1252,d4770058,
1253,d5122260,
1254,d12809213,
1255,d8605418,
1256,d8634514,"Italian,European"
1257,d6702774,Vietnamese
1258,d3537195,
1259,d8011642,Spanish
1260,d12828887,
1261,d7824431,
1262,d8339754,
1263,d10424437,
1264,d1337153,
1265,d9845669,"Japanese,Sushi"
1266,d5825826,
1267,d6632238,
1268,d997608,
1269,d8017782,Cafe
1270,d10345546,"Chinese,Vegetarian Friendly"
1271,d2239215,
1272,d12868988,"Mediterranean,European,Portuguese"
1273,d5851509,"Asian,Vietnamese,Vegetarian Friendly"
1274,d8460599,Fast Food
1275,d5285617,Fast Food
1276,d7369470,
1277,d8339544,
1278,d10031140,"Greek,Healthy"
1279,d4767800,
1280,d5491218,"Spanish,Vegetarian Friendly"
1281,d7125485,"Chinese,Japanese,Sushi"
1282,d5820326,
1283,d11719007,"Cafe,Deli"
1284,d10469378,"Italian,Bar,Pub"
1285,d7285304,
1286,d12415049,
1287,d8552415,Bakeries
1288,d8543650,"German,European,Central European"
1289,d5821106,"Italian,Pizza,Mediterranean"
1290,d966610,
1291,d5294192,
1292,d8776237,
1293,d6672557,
1294,d8674785,African
1295,d1503901,"European,Vegetarian Friendly"
1296,d10299791,British
1297,d12868561,Contemporary
1298,d12115275,"Dessert,Cafe,European"
1299,d4768697,
1300,d13323825,"Steakhouse,Barbecue,European"
1301,d7755779,German
1302,d10188822,"Italian,Seafood,Mediterranean"
1303,d4911290,
1304,d6762753,
1305,d12925541,
1306,d11548938,Italian
1307,d11903783,"Bakeries,European,Swedish"
1308,d8685231,
1309,d9819883,
1310,d4976318,"Bar,Cafe,Mediterranean"
1311,d7687691,"Cafe,Vegetarian Friendly"
1312,d5853771,
1313,d1024683,"Italian,Mediterranean"
1314,d5614276,Spanish
1315,d8714197,"Cafe,Vegetarian Friendly"
1316,d12165523,
1317,d3656371,
1318,d12097713,"Dessert,Vegetarian Friendly"
1319,d12225614,"Polish,European"
1320,d7973887,
1321,d12231304,"Japanese,Sushi,Asian"
1322,d8813300,
1323,d7336437,
1324,d5776034,
1325,d8861043,
1326,d6165816,"European,Portuguese"
1327,d1043870,
1328,d7138823,"Bar,Pub,Romagna"
1329,d10043086,
1330,d12941805,"Bar,Deli,Pub"
1331,d7751484,"European,Portuguese"
1332,d7124540,Cafe
1333,d12143119,"European,Scandinavian"
1334,d10139004,
1335,d11832494,"French,European"
1336,d10533210,Fast Food
1337,d10454325,"European,Czech"
1338,d10624281,"Mediterranean,Spanish"
1339,d2655592,"Brazilian,European,Portuguese"
1340,d11500774,
1341,d695169,
1342,d5506079,"European,Croatian"
1343,d1347853,"Italian,Pizza,Mediterranean"
1344,d8434923,"European,Portuguese"
1345,d1015287,
1346,d12438915,
1347,d3720862,
1348,d8497127,
1349,d4910404,
1350,d12882182,French
1351,d697019,
1352,d12408498,
1353,d8779867,
1354,d10622010,French
1355,d5819683,
1356,d4148776,"German,European,Central European"
1357,d8360335,
1358,d2165729,
1359,d1947083,
1360,d10214295,
1361,d7349319,"Italian,Bar,Pub"
1362,d10446651,
1363,d8559780,
1364,d5854830,Diner
1365,d8841524,"Swiss,European"
1366,d12012788,
1367,d8630150,Turkish
1368,d11750163,Fast Food
1369,d7649083,"European,Portuguese"
1370,d9777353,"Italian,Vegetarian Friendly,Vegan Options"
1371,d11905347,
1372,d8317875,
1373,d7214034,
1374,d7365730,Deli
1375,d2615209,
1376,d5962339,
1377,d10839682,
1378,d5122742,
1379,d10547080,Mediterranean
1380,d10748470,
1381,d12691333,Turkish
1382,d4458231,"French,Bar,European"
1383,d10598434,
1384,d8143844,
1385,d1074525,
1386,d5799966,
1387,d12931341,
1388,d9745237,
1389,d5518254,Bar
1390,d5423598,
1391,d6527844,French
1392,d11880382,
1393,d7223064,
1394,d10162651,
1395,d10441140,
1396,d8772199,
1397,d12555535,
1398,d5122271,
1399,d714914,
1400,d10782466,
1401,d11912843,"Asian,Pub"
1402,d7080922,"Cafe,Vegetarian Friendly"
1403,d5819364,
1404,d10051163,
1405,d8708841,
1406,d954326,"European,Croatian,Central European"
1407,d2440330,"Middle Eastern,Vegetarian Friendly"
1408,d8548997,
1409,d8339704,Italian
1410,d7066914,"Mediterranean,Spanish"
1411,d5873560,"Bar,Pub"
1412,d6124738,"Mediterranean,Spanish"
1413,d8566729,Dessert
1414,d10621971,"French,Vegetarian Friendly"
1415,d10911006,"Seafood,Mediterranean,Spanish"
1416,d1967911,"European,Croatian,Vegetarian Friendly"
1417,d8508319,"Specialty Food Market,International"
1418,d5795031,"Bar,Mediterranean,Spanish"
1419,d8727830,
1420,d12456979,Vegetarian Friendly
1421,d5794557,Spanish
1422,d2615880,"European,Portuguese"
1423,d4470082,
1424,d10119558,
1425,d5616526,
1426,d10494780,Fast Food
1427,d9463172,American
1428,d6695281,"French,Brew Pub,Dining bars"
1429,d9979393,
1430,d2403779,
1431,d11650771,"Bar,European,Gastropub"
1432,d5798801,
1433,d11929254,"Quick Bites,American,Fast Food"
1434,d10138602,
1435,d11856924,
1436,d11955534,"European,Portuguese,Vegetarian Friendly"
1437,d11876857,"Bakeries,Cafe,International"
1438,d8468647,
1439,d12080107,
1440,d12593499,
1441,d6496920,German
1442,d4261090,Fast Food
1443,d11811867,
1444,d4587200,Dessert
1445,d11746696,
1446,d12086831,Spanish
1447,d5795311,
1448,d5440078,
1449,d10321642,
1450,d11180137,
1451,d10050157,"Bar,Pub"
1452,d12711650,"Italian,Pizza,Vegetarian Friendly"
1453,d9885902,"Cafe,Swedish,Scandinavian"
1454,d11716611,"Dessert,French,Cafe"
1455,d2236359,"Italian,Seafood,Mediterranean"
1456,d5267218,
1457,d10525028,Dessert
1458,d1495570,European
1459,d7916833,Cafe
1460,d1408643,
1461,d2615769,
1462,d10031781,"Bar,Pub"
1463,d12094972,
1464,d12820524,
1465,d997902,
1466,d5979280,"European,Portuguese"
1467,d10236447,Italian
1468,d5486271,"Mediterranean,Spanish"
1469,d7755331,
1470,d10200779,Cafe
1471,d11931290,
1472,d5243149,
1473,d7238261,Spanish
1474,d12366134,
1475,d8418105,"Georgian,Vegetarian Friendly"
1476,d11701739,"Bar,International,Pub"
1477,d10818003,
1478,d9826575,"Quick Bites,American,Fast Food"
1479,d9847743,"Cafe,Fast Food,Mediterranean"
1480,d5977635,
1481,d794570,
1482,d12133638,
1483,d9981947,"Bar,Pub"
1484,d9716385,"European,Hungarian,Vegetarian Friendly"
1485,d12150807,"European,Scandinavian,Vegetarian Friendly"
1486,d5976886,
1487,d12593503,
1488,d10801771,
1489,d8277028,"Quick Bites,Fast Food"
1490,d12070727,Mexican
1491,d9989853,
1492,d12427683,
1493,d8773673,
1494,d12532949,"Bar,Spanish,Pub"
1495,d11660761,"European,Portuguese"
1496,d8374350,
1497,d8817361,
1498,d12653872,
1499,d12320798,"French,European,Wine Bar"
1500,d12663216,
1501,d7359904,
1502,d11749666,Italian
1503,d5826641,"Asian,Thai,Vietnamese"
1504,d10787980,
1505,d7071760,
1506,d4800547,"Swiss,European,Central European"
1507,d11807584,
1508,d7807045,Cafe
1509,d7138364,
1510,d10092300,"Cafe,Fast Food"
1511,d12631683,French
1512,d7139057,French
1513,d5614767,"Italian,Pizza"
1514,d10109757,
1515,d11723210,Bar
1516,d12630857,"Asian,Indonesian"
1517,d12378321,"Fast Food,Turkish,Pakistani"
1518,d1997139,"American,Bar,Cafe"
1519,d9567331,Cafe
1520,d6903248,
1521,d5822234,
1522,d1039323,"German,Vegetarian Friendly"
1523,d10671294,
1524,d10019850,"Austrian,European,Vegetarian Friendly"
1525,d1322272,
1526,d13277890,
1527,d5854973,
1528,d12656426,"American,Peruvian,Latin"
1529,d9784919,European
1530,d7992446,"Bar,Pub,Wine Bar"
1531,d10084603,
1532,d10730878,"Seafood,Greek"
1533,d11848992,Cafe
1534,d10102375,
1535,d5599486,
1536,d11946275,"Italian,Pizza,Mediterranean"
1537,d8448189,
1538,d10148059,
1539,d12968307,
1540,d9818608,
1541,d12031445,
1542,d10467852,"Mediterranean,Spanish,South American"
1543,d850487,
1544,d5615749,"Mediterranean,Spanish"
1545,d8430037,
1546,d12620594,"American,Deli"
1547,d6875569,
1548,d4295316,
1549,d12404578,"Swiss,Pizza,Mediterranean"
1550,d11897578,Vegetarian Friendly
1551,d2088225,German
1552,d5531673,Indian
1553,d7596961,European
1554,d10469734,
1555,d13130305,
1556,d1346410,
1557,d990688,"Mediterranean,Spanish"
1558,d7177813,
1559,d10672994,Fast Food
1560,d12402431,"Japanese,Asian,Vegetarian Friendly"
1561,d5494154,"Japanese,Asian"
1562,d5970231,"Spanish,Vegetarian Friendly"
1563,d12966266,French
1564,d1340832,
1565,d7087699,"French,Wine Bar"
1566,d8754974,"German,Vegetarian Friendly"
1567,d8461751,
1568,d5872663,Italian
1569,d12554985,
1570,d8630682,
1571,d8595203,"American,Bar,Pub"
1572,d8505276,Vegetarian Friendly
1573,d10496558,
1574,d5795010,
1575,d1520748,
1576,d11547915,Cafe
1577,d11865756,
1578,d10459474,
1579,d5606685,Steakhouse
1580,d9867336,"Dessert,Cafe,Deli"
1581,d10629869,
1582,d988064,
1583,d5520525,"German,Cafe,Vegetarian Friendly"
1584,d12322247,
1585,d7350180,
1586,d6641772,
1587,d5512431,"European,Croatian,Central European"
1588,d8077868,"Bar,European,Pub"
1589,d9807418,
1590,d5493157,"Japanese,Sushi,Asian"
1591,d10802652,
1592,d12813124,
1593,d6454308,"Bar,Cafe,Pub"
1594,d1065755,"Indian,Asian,Vegetarian Friendly"
1595,d8339877,
1596,d8691297,Italian
1597,d12170237,Spanish
1598,d1457285,
1599,d7660051,
1600,d4767560,
1601,d12662488,Italian
1602,d4427973,
1603,d11793228,French
1604,d12029071,American
1605,d815477,
1606,d10026672,
1607,d9979957,Italian
1608,d4600692,
1609,d10836710,
1610,d11769448,
1611,d696012,
1612,d12459158,
1613,d9694684,
1614,d1039123,
1615,d7068581,"Cafe,Vegetarian Friendly"
1616,d5852232,
1617,d7009351,
1618,d10729778,
1619,d12051419,
1620,d10036970,
1621,d10628811,
1622,d6378842,"Cafe,Fast Food"
1623,d8758028,"Cafe,Fast Food"
1624,d12971683,Vegetarian Friendly
1625,d12831436,"Sushi,Vietnamese"
1626,d11749579,"American,Steakhouse,Grill"
1627,d8735392,"European,Portuguese"
1628,d12714106,
1629,d997614,"Mediterranean,Spanish"
1630,d5854683,Italian
1631,d7897025,
1632,d5972084,
1633,d13189099,"American,Fast Food,Middle Eastern"
1634,d9745809,
1635,d9808405,"Seafood,Spanish"
1636,d10150006,
1637,d9455506,Cafe
1638,d12986583,Healthy
1639,d4925704,"Fast Food,Deli"
1640,d5264393,
1641,d10796424,"Dessert,Cafe"
1642,d12580718,Healthy
1643,d12511912,
1644,d13222806,"French,European"
1645,d8343795,"Italian,Pizza"
1646,d5769002,
1647,d13322773,Middle Eastern
1648,d11666891,
1649,d10529907,"Bar,European,Grill"
1650,d4770149,
1651,d11891423,"Mediterranean,Arabic"
1652,d11827584,
1653,d6435054,"French,European,Vegetarian Friendly"
1654,d10110449,
1655,d7349353,
1656,d12192483,Vegetarian Friendly
1657,d1381664,
1658,d12188872,
1659,d8018746,
1660,d12484615,"European,Portuguese"
1661,d4769390,
1662,d4223621,
1663,d3172369,
1664,d4598872,"Italian,French"
1665,d5895188,
1666,d7045067,"European,Spanish,Vegetarian Friendly"
1667,d7969774,"Austrian,European"
1668,d12326744,
1669,d5797798,French
1670,d9746329,
1671,d5976726,
1672,d5122880,
1673,d10886295,Cafe
1674,d12963283,
1675,d4289279,
1676,d6943044,"Quick Bites,Fast Food,European"
1677,d11832143,
1678,d4767673,
1679,d10686709,
1680,d11979633,Fast Food
1681,d10238246,Grill
1682,d12207887,"Lebanese,Mediterranean,Middle Eastern"
1683,d6209172,"Belgian,European"
1684,d8026553,"Quick Bites,Cafe,Vegetarian Friendly"
1685,d9699024,Contemporary
1686,d8499678,
1687,d5489061,
1688,d10475863,Italian
1689,d12367477,"Dessert,American,Cafe"
1690,d12901191,
1691,d4770233,
1692,d12645981,"Lebanese,Mediterranean"
1693,d2424335,
1694,d7826709,"German,Vegetarian Friendly"
1695,d9750956,Cafe
1696,d987992,
1697,d11913077,"Mediterranean,Vegetarian Friendly"
1698,d11795924,
1699,d986413,
1700,d997944,"Mediterranean,Spanish,Catalan"
1701,d1096385,"Seafood,Mediterranean,Spanish"
1702,d9777421,"French,Bar,Pub"
1703,d8339796,Italian
1704,d13101881,Italian
1705,d5416433,
1706,d12666436,
1707,d11777282,
1708,d4769714,
1709,d10275948,
1710,d10323937,"European,Hungarian"
1711,d6838713,
1712,d10327902,Cafe
1713,d6958742,
1714,d5326130,
1715,d9826259,"Bar,Pub"
1716,d12670694,
1717,d10777687,"European,Portuguese"
1718,d5966335,
1719,d12406066,"Quick Bites,Fast Food,Vegetarian Friendly"
1720,d5615651,"Mediterranean,Spanish"
1721,d12281218,Pizza
1722,d4768364,
1723,d5811557,French
1724,d6360325,
1725,d1905880,"Italian,Cafe"
1726,d12209714,
1727,d10760291,
1728,d10119696,
1729,d8286616,
1730,d10755469,"American,Fast Food"
1731,d4081913,
1732,d7346381,"Cafe,Fast Food"
1733,d11749392,
1734,d8388717,Healthy
1735,d10507796,"Brew Pub,Bar,Pizza"
1736,d8462266,
1737,d13448920,"European,Portuguese"
1738,d787989,
1739,d12086554,Cafe
1740,d5122167,"Quick Bites,Fast Food"
1741,d12222749,
1742,d7999501,
1743,d8618839,
1744,d5977304,"European,Portuguese"
1745,d990820,
1746,d10485918,"Quick Bites,Bar,British"
1747,d10674394,
1748,d1336436,
1749,d12971310,"Lebanese,Barbecue,Middle Eastern"
1750,d717386,Spanish
1751,d10582734,
1752,d7047277,"French,Bar"
1753,d12326513,"Italian,Seafood,Mediterranean"
1754,d12367943,Deli
1755,d5607874,German
1756,d7286063,"Mediterranean,Spanish"
1757,d13172573,
1758,d12610408,
1759,d6713389,"Cafe,European,Swedish"
1760,d10040682,Italian
1761,d13220233,"Pizza,Vegetarian Friendly,Vegan Options"
1762,d12535699,
1763,d8553794,
1764,d8341119,
1765,d9783576,
1766,d11742505,"Chinese,Cafe,Asian,Korean"
1767,d8772130,
1768,d12579443,"Quick Bites,Cafe,Fast Food,Deli"
1769,d11903301,
1770,d1408666,
1771,d7360770,"Mediterranean,Spanish"
1772,d2205074,
1773,d1342136,"German,European,Vegetarian Friendly"
1774,d991146,Wine Bar
1775,d7360123,
1776,d11860142,"Asian,Thai,Vietnamese"
1777,d5864094,
1778,d6692708,French
1779,d12664134,
1780,d11711653,"Mediterranean,Spanish"
1781,d10003044,Cafe
1782,d12149215,Pizza
1783,d4554502,Spanish
1784,d12482945,"Bar,Pub"
1785,d10644151,
1786,d8524555,
1787,d2266185,
1788,d11876551,American
1789,d7653371,
1790,d6966863,"Cafe,Vegetarian Friendly"
1791,d12266035,
1792,d13116981,"Quick Bites,Caribbean,Jamaican"
1793,d5512556,
1794,d7026097,
1795,d8730099,
1796,d10836956,Spanish
1797,d5487305,
1798,d6109965,
1799,d8338329,
1800,d997244,
1801,d10695066,"European,Turkish,Vegetarian Friendly"
1802,d11812830,"Italian,Pizza,Vegetarian Friendly"
1803,d12208364,"Dessert,French"
1804,d8153728,"Quick Bites,Cafe"
1805,d13002706,
1806,d4959566,Italian
1807,d8618833,"Cafe,Fast Food,European"
1808,d1510629,
1809,d10674234,
1810,d5609051,Spanish
1811,d12670651,Mexican
1812,d6653264,
1813,d10062817,"Italian,Pizza,Vegetarian Friendly"
1814,d9849815,European
1815,d8447495,
1816,d7660006,"French,Bar,Pub"
1817,d7990588,Italian
1818,d12473902,"French,European,Contemporary"
1819,d6737938,Russian
1820,d10042411,"Mediterranean,Spanish"
1821,d12383748,
1822,d7260504,
1823,d10050662,
1824,d12992892,"European,Hungarian"
1825,d12323318,
1826,d8809879,"European,Vegetarian Friendly"
1827,d1503562,"German,Vegetarian Friendly,Vegan Options"
1828,d5792851,
1829,d4149522,
1830,d946743,
1831,d2200976,"Mexican,South American,Central American"
1832,d7378502,Vegetarian Friendly
1833,d5292652,"Italian,Pizza,Seafood"
1834,d5981454,
1835,d11928573,"Italian,Pizza,Romana"
1836,d13158082,
1837,d2191892,Cafe
1838,d4793696,
1839,d12461540,"Austrian,European"
1840,d12402906,
1841,d964392,
1842,d4769835,
1843,d8153694,"Cafe,International,Healthy"
1844,d1343502,"German,Fast Food"
1845,d1355049,Vegetarian Friendly
1846,d8848372,
1847,d6277456,
1848,d11920568,
1849,d4283792,Vegetarian Friendly
1850,d9879019,"Italian,European,Vegetarian Friendly"
1851,d8356846,
1852,d12995124,
1853,d11701638,
1854,d5823734,
1855,d5865759,
1856,d1078920,
1857,d8708550,"French,European,Wine Bar"
1858,d10809300,
1859,d7189037,Cafe
1860,d8411402,
1861,d9878931,
1862,d9997534,Cafe
1863,d9831531,"Fast Food,Turkish"
1864,d7351883,
1865,d11824302,
1866,d10720821,"Turkish,Middle Eastern,Pakistani"
1867,d5796613,"European,Portuguese"
1868,d12921238,Cafe
1869,d10047073,
1870,d11659486,
1871,d6840655,
1872,d12403563,"German,European,Central European"
1873,d12134678,"Bar,Pub"
1874,d1099808,
1875,d8537755,Spanish
1876,d12327525,Cafe
1877,d5804226,
1878,d5799101,Turkish
1879,d12321243,"Italian,Cafe,Vegetarian Friendly"
1880,d2169754,"Austrian,European,Central European"
1881,d9829717,"Chinese,Sushi"
